_id,mk_individual_id,mk_status_id,mk_individual_name,mk_individual_name_eng,mk_individual_first_name,mk_individual_first_name_eng,mk_individual_email,mk_individual_photo,PersonID,LastName,FirstName,GenderID,GenderDesc,Email,IsCurrent,LastUpdatedDate,altnames
75,75,,ליבאי,Libai,דוד,David,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2432,ליבאי,דוד,251,זכר,,FALSE,3/20/2015 12:03,"[""דוד ליבאי""]"
76,76,,לייזרזון,Leizerson,אברהם,Avraham,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2435,לייזרזון,אברהם יוסף,251,זכר,,FALSE,3/20/2015 12:03,"[""אברהם לייזרזון"", ""אברהם יוסף לייזרזון""]"
77,77,,לנדאו,Landau,עוזי,Uzi,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,471,לנדאו,עוזי,251,זכר,,FALSE,5/27/2015 13:24,"[""עוזי לנדאו""]"
78,78,,לנדבר,Landver,סופה,Sofa,,https://oknesset.org/static/img/Female_portrait_placeholder_cropped.jpg,448,לנדבר,סופה,250,נקבה,,FALSE,5/14/2019 10:58,"[""סופיה לנדוור"", ""סופה לנדבר"", ""סופיה לנדבר"", ""סוניה לנדבר"", ""(סוניה) סופיה לנדבר""]"
79,79,,לנקרי,Lancry,יהודה,Yehuda,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2444,לנקרי,יהודה,251,זכר,,FALSE,3/20/2015 12:03,"[""יהודה לנקרי""]"
80,80,,מאור,Maor,ענת,Anat,,https://oknesset.org/static/img/Female_portrait_placeholder_cropped.jpg,509,מאור,ענת,250,נקבה,,FALSE,3/20/2015 12:03,"[""ענת מאור""]"
81,81,,מאסלה,Messele,אדיסו,Addisu,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2449,מאסלה,אדיסו,251,זכר,,FALSE,3/20/2015 12:03,"[""אדיסו מאסלה""]"
82,82,,מגן (מונסוניגו),Magen (Monsonego),דוד,David,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,544,מגן,דוד,251,זכר,,FALSE,3/20/2015 12:03,"[""דוד מגן (מונסוניגו)"", ""דוד מגן""]"
83,83,,מחאמיד,Mahameed,האשם,Hashem,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,551,מחאמיד,האשם,251,זכר,,FALSE,3/20/2015 12:03,"[""האשם מחמיד"" ,""האשם מחאמיד""]"
84,84,,מירום,Meirom,חגי,Hagai,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2465,מירום,חגי,251,זכר,,FALSE,3/20/2015 12:03,"[""חגי מירום""]"
85,85,,מסאלחה,Mazalha,נואף,Nawaf,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,453,מסאלחה,נואף,251,זכר,,FALSE,3/20/2015 12:03,"[""נואף מסאלחה""]"
86,86,,מצא,Matza,יהושע,Joshua,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,472,מצא,יהושע,251,זכר,,FALSE,3/20/2015 12:03,"[""יהושע מצא""]"
87,87,,מרדכי,Mordechay,יצחק,Itzchak,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2468,מרדכי,יצחק,251,זכר,,FALSE,3/20/2015 12:03,"[""יצחק מרדכי""]"
88,88,,מרידור,Meridor,דן,Dan,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,546,מרידור,דן,251,זכר,,FALSE,3/20/2015 12:03,"[""דן מרידור""]"
89,89,,נודלמן,Nudelman,מיכאל,Michael,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,565,נודלמן,מיכאל,251,זכר,,FALSE,3/20/2015 12:03,"[""מיכאל נודלמן""]"
90,90,1,נתניהו,Netanyahu,בנימין,Benjamin,bnetanyahu@KNESSET.GOV.IL,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,965,נתניהו,בנימין,251,זכר,bnetanyahu@knesset.gov.il,TRUE,3/12/2020 12:45,"[""בנימין נתניהו"", ""בינימין נתניהו""]"
91,91,,סולודקין,Solodkin,מרינה,Marina,,https://oknesset.org/static/img/Female_portrait_placeholder_cropped.jpg,533,סולודקין,מרינה,250,נקבה,,FALSE,3/20/2015 12:03,"[""מרינה סולודקין""]"
92,92,,סלומינסקי,Slomiansky,ניסן,Nissan,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,1068,סלומינסקי,ניסן,251,זכר,,FALSE,5/14/2019 10:55,"[""ניסן סלומינסקי"", ""סלומיאנסקי ניסן"", ""ניסן סלומיאנסקי""]"
93,93,,סלים,Saleem,סאלח,Saleh,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2505,סלים,סאלח,251,זכר,,FALSE,3/20/2015 12:03,"[""סאלח סלים""]"
94,94,,סנה,Sneh,אפרים,Ephraim,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,454,סנה,אפרים,251,זכר,,FALSE,3/20/2015 12:03,"[""אפרים סנה""]"
95,95,,סעד,Sa`d,אחמד,Ahmad,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2511,סעד,אחמד,251,זכר,,FALSE,3/20/2015 12:03,"[""אחמד סעד""]"
96,96,,עזרא,Ezra,גדעון,Gideon,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,474,עזרא,גדעון,251,זכר,,FALSE,3/20/2015 12:03,"[""גדעון עזרא""]"
97,97,,עמור,Amor,שאול,Shaul,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2526,עמור,שאול,251,זכר,,FALSE,3/20/2015 12:03,"[""שאול עמור""]"
98,98,,פורז,Poraz,אברהם,Avraham,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,519,פורז,אברהם,251,זכר,,FALSE,3/11/2018 12:21,"[""אברהם פורז""]"
99,99,,פורת,Porat,חנן,Hanan,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2532,פורת,חנן,251,זכר,,FALSE,3/20/2015 12:03,"[""חנן פורת""]"
100,100,,פינס-פז,Pines-Paz,אופיר,Ophir,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,455,פינס-פז,אופיר,251,זכר,,FALSE,3/20/2015 12:03,"[""אופיר פינס פז"" ,""אופיר פינס"" ,""אופיר פינס-פז""]"
101,101,,פלד,Peled,משה,Moshe,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2538,פלד,משה,251,זכר,,FALSE,3/20/2015 12:03,"[""משה פלד""]"
102,102,,פנחסי,Pinchasi,רפאל,Raphael,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2545,פנחסי,רפאל,251,זכר,,FALSE,1/25/2016 16:58,"[""רפאל פנחסי""]"
103,103,2,פרוש,Porush,מאיר,Meir,mporush@KNESSET.GOV.IL,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,563,פרוש,מאיר,251,זכר,mporush@knesset.gov.il,TRUE,3/12/2020 12:45,"[""מאיר פרוש""]"
104,104,,פרס,Peres,שמעון,Shimon,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,456,פרס,שמעון,251,זכר,,FALSE,3/20/2015 12:03,"[""שמעון פרס""]"
105,105,1,פרץ,Peretz,עמיר,Amir,aperetz@KNESSET.GOV.IL,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,557,פרץ,עמיר,251,זכר,aperetz@knesset.gov.il,TRUE,3/12/2020 12:45,"[""עמיר ארמנד פרץ"", ""אמיר פרץ"", ""עמיר פרץ""]"
106,106,,חאג` יחיא (צאדק),Sadik,ווליד,Walid,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2562,צאדק חאג'-יחיא,וליד,251,זכר,,FALSE,3/20/2015 12:03,"[""ווליד חאג` יחיא (צאדק)"", ""וליד צאדק חאג'-יחיא""]"
107,107,,צוקר,Zucker,דוד,David,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2566,צוקר,דוד,251,זכר,,FALSE,3/20/2015 12:03,"[""דוד צוקר""]"
108,108,,קהלני,Kahalani,אביגדור,Avigdor,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2574,קהלני,אביגדור,251,זכר,,FALSE,3/20/2015 12:03,"[""אביגדור קהלני""]"
109,109,,קליינר,Kleiner,מיכאל,Michael,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,559,קליינר,מיכאל,251,זכר,,FALSE,3/20/2015 12:03,"[""מיכאל קליינר""]"
110,110,,קצב,Katsav,משה,Moshe,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,862,קצב,משה,251,זכר,,FALSE,3/20/2015 12:03,"[""משה קצב""]"
111,111,,ראם,Re`em,דוד,David,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,2594,ראם,דוד,251,זכר,,TRUE,3/20/2015 12:03,"[""דוד ראם""]"
112,112,,רביץ,Ravitz,אברהם,Avraham,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,531,רביץ,אברהם,251,זכר,,FALSE,3/20/2015 12:03,"[""אברהם רביץ""]"
113,113,,רובינשטיין,Rubinstein,אמנון,Amnon,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,510,רובינשטיין,אמנון,251,זכר,,FALSE,3/20/2015 12:03,"[""אמנון רובינשטיין""]"
114,114,,ריבלין,Rivlin,ראובן,Reuven,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,476,ריבלין,ראובן,251,זכר,,FALSE,3/20/2015 12:03,"[""רובי ריבלין"" ,""ראובן ריבלין""]"
115,115,,רמון,Ramon,חיים,Haim,,https://oknesset.org/static/img/Male_portrait_placeholder_cropped.jpg,458,רמון,חיים,251,זכר,,FALSE,3/20/2015 12:03,"[""חיים רמון""]"
